,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_mass
420,420,HD 106252 b,125.0,6.93 Jupiters,7.407999999999999,2002,Gas Giant,1.13 x Jupiter,2.61 AU,4.2 years,0.48,HD 106252,Radial Velocity,,,1.01
421,421,HD 106270 b,307.0,10.13 Jupiters,7.58,2011,Gas Giant,1.11 x Jupiter,3.34 AU,5.2 years,0.19,HD 106270,Radial Velocity,,,1.39
422,422,HD 106315 b,356.0,12.6 Earths,8.951,2017,Super Earth,0.218 x Jupiter,0.0907 AU,9.6 days,0.09,HD 106315,Transit,87.54,4.7,1.09
423,423,HD 106315 c,356.0,15.2 Earths,8.951,2017,Neptune-like,0.388 x Jupiter,0.1536 AU,21.1 days,0.22,HD 106315,Transit,88.61,1.01,1.09
424,424,HD 10647 b,57.0,0.94 Jupiters,5.52,2006,Gas Giant,1.23 x Jupiter,2.015 AU,2.7 years,0.15,HD 10647,Radial Velocity,,,1.11
425,425,HD 106515 A b,111.0,9.61 Jupiters,7.972,2012,Gas Giant,1.11 x Jupiter,4.59 AU,9.9 years,0.57,HD 106515 A,Radial Velocity,,,0.97
426,426,HD 106906 b,337.0,11 Jupiters,7.797000000000001,2013,Gas Giant,1.11 x Jupiter,650.0 AU,13538.6 years,0.0,HD 106906,Imaging,,,1.5
427,427,HD 10697 b,108.0,6.383 Jupiters,6.27,1999,Gas Giant,1.13 x Jupiter,2.14 AU,2.9 years,0.1,HD 10697,Radial Velocity,,,1.13
428,428,HD 107148 b,161.0,0.21 Jupiters,8.015,2005,Gas Giant,0.856 x Jupiter,0.269 AU,48.1 days,0.05,HD 107148,Radial Velocity,,,1.12
429,429,HD 108147 b,127.0,0.261 Jupiters,6.995,2002,Gas Giant,0.973 x Jupiter,0.102 AU,10.9 days,0.53,HD 108147,Radial Velocity,,,1.27
430,430,HD 108341 b,161.0,3.5 Jupiters,9.36,2014,Gas Giant,1.17 x Jupiter,2.0 AU,3.1 years,0.85,HD 108341,Radial Velocity,,,0.84
431,431,HD 108863 b,540.0,2.414 Jupiters,7.71,2011,Gas Giant,1.18 x Jupiter,1.32 AU,437.7 days,0.03,HD 108863,Radial Velocity,,,1.59
432,432,HD 108874 b,194.0,1.42 Jupiters,8.738,2002,Gas Giant,1.21 x Jupiter,1.04 AU,394.5 days,0.13,HD 108874,Radial Velocity,,,1.1
433,433,HD 108874 c,194.0,0.99 Jupiters,8.738,2005,Gas Giant,1.23 x Jupiter,2.659 AU,4.4 years,0.24,HD 108874,Radial Velocity,,,1.1
434,434,HD 109246 b,222.0,0.86 Jupiters,8.77,2010,Gas Giant,1.24 x Jupiter,0.33 AU,68.3 days,0.12,HD 109246,Radial Velocity,,,1.2
435,435,HD 109271 b,183.0,17.162 Earths,8.055,2013,Neptune-like,0.385 x Jupiter,0.079 AU,7.9 days,0.25,HD 109271,Radial Velocity,,,1.05
436,436,HD 109271 c,183.0,24.154 Earths,8.055,2013,Neptune-like,0.47 x Jupiter,0.196 AU,30.9 days,0.15,HD 109271,Radial Velocity,,,1.05
437,437,HD 109749 b,206.0,0.27 Jupiters,8.08,2005,Gas Giant,0.993 x Jupiter,0.0615 AU,5.2 days,0.0,HD 109749,Radial Velocity,,,1.13
438,438,HD 110014 b,329.0,11.09 Jupiters,4.66,2009,Gas Giant,1.11 x Jupiter,2.14 AU,2.3 years,0.46,HD 110014,Radial Velocity,,,2.17
439,439,HD 111232 b,95.0,7.14 Jupiters,7.59,2003,Gas Giant,1.13 x Jupiter,1.97 AU,3.1 years,0.2,HD 111232,Radial Velocity,,,0.84
440,440,HD 111591 b,374.0,4.4 Jupiters,6.4270000000000005,2017,Gas Giant,1.15 x Jupiter,2.5 AU,2.9 years,0.26,HD 111591,Radial Velocity,,,1.94
441,441,HD 111998 b,108.0,4.51 Jupiters,6.11,2016,Gas Giant,1.15 x Jupiter,1.82 AU,2.3 years,0.03,HD 111998,Radial Velocity,,,1.18
442,442,HD 113337 b,118.0,2.83 Jupiters,6.007999999999999,2013,Gas Giant,1.18 x Jupiter,0.92 AU,324 days,0.46,HD 113337,Radial Velocity,,,1.4
443,443,HD 113538 b,52.0,0.36 Jupiters,9.057,2010,Gas Giant,1.18 x Jupiter,1.24 AU,1.8 years,0.14,HD 113538,Radial Velocity,,,0.58
444,444,HD 113538 c,52.0,0.93 Jupiters,9.057,2010,Gas Giant,1.24 x Jupiter,2.44 AU,5 years,0.2,HD 113538,Radial Velocity,,,0.58
445,445,HD 113996 b,380.0,6.3 Jupiters,4.82,2017,Gas Giant,1.14 x Jupiter,1.6 AU,1.7 years,0.28,HD 113996,Radial Velocity,,,1.49
446,446,HD 114386 b,91.0,1.14 Jupiters,8.73,2003,Gas Giant,1.22 x Jupiter,1.73 AU,2.6 years,0.23,HD 114386,Radial Velocity,,,0.6
447,447,HD 114613 b,66.0,0.357 Jupiters,4.85,2014,Gas Giant,1.17 x Jupiter,5.34 AU,11 years,0.46,HD 114613,Radial Velocity,,,1.27
448,448,HD 114729 b,123.0,0.825 Jupiters,6.687,2002,Gas Giant,1.24 x Jupiter,2.067 AU,3.1 years,0.08,HD 114729,Radial Velocity,,,0.94
449,449,HD 114762 b,131.0,10.69 Jupiters,7.301,1989,Gas Giant,1.11 x Jupiter,0.36 AU,83.9 days,0.34,HD 114762,Radial Velocity,,,0.8
450,450,HD 114783 b,67.0,1.1 Jupiters,7.55,2001,Gas Giant,1.23 x Jupiter,1.16 AU,493.7 days,0.14,HD 114783,Radial Velocity,,,0.85
451,451,HD 114783 c,67.0,0.611 Jupiters,7.55,2018,Gas Giant,1.26 x Jupiter,Unknown,11.8 years,0.0,HD 114783,Radial Velocity,,,0.85
452,452,HD 11506 b,167.0,4.83 Jupiters,7.51,2007,Gas Giant,1.15 x Jupiter,2.9 AU,4.4 years,0.37,HD 11506,Radial Velocity,,,1.24
453,453,HD 11506 c,167.0,0.408 Jupiters,7.51,2008,Gas Giant,1.27 x Jupiter,0.774 AU,223.4 days,0.19,HD 11506,Radial Velocity,,,1.24
454,454,HD 116029 b,403.0,1.4 Jupiters,8.04,2011,Gas Giant,1.21 x Jupiter,1.65 AU,1.8 years,0.0,HD 116029,Radial Velocity,,,0.83
455,455,HD 116029 c,403.0,1.27 Jupiters,8.04,2018,Gas Giant,1.22 x Jupiter,Unknown,2.5 years,0.04,HD 116029,Radial Velocity,,,0.83
456,456,HD 117207 b,106.0,1.926 Jupiters,7.24,2004,Gas Giant,1.2 x Jupiter,3.787 AU,7.2 years,0.16,HD 117207,Radial Velocity,,,1.05
457,457,HD 11755 b,772.0,5.63 Jupiters,6.87,2015,Gas Giant,1.14 x Jupiter,1.09 AU,433.7 days,0.19,HD 11755,Radial Velocity,,,0.72
458,458,HD 117618 b,123.0,0.174 Jupiters,7.169,2004,Gas Giant,0.766 x Jupiter,0.18 AU,25.8 days,0.15,HD 117618,Radial Velocity,,,1.08
459,459,HD 118203 b,302.0,2.79 Jupiters,8.05,2005,Gas Giant,1.18 x Jupiter,0.07 AU,6.1 days,0.31,HD 118203,Radial Velocity,,,1.84
460,460,HD 11964 b,110.0,0.622 Jupiters,6.42,2005,Gas Giant,1.26 x Jupiter,3.16 AU,5.3 years,0.04,HD 11964,Radial Velocity,,,1.12
461,461,HD 11964 c,110.0,25 Earths,6.42,2008,Neptune-like,0.48 x Jupiter,0.229 AU,37.9 days,0.3,HD 11964,Radial Velocity,,,1.12
462,462,HD 11977 b,222.0,6.54 Jupiters,4.69,2005,Gas Giant,1.13 x Jupiter,1.93 AU,1.9 years,0.4,HD 11977,Radial Velocity,,,1.91
463,463,HD 120084 b,337.0,4.5 Jupiters,5.899,2013,Gas Giant,1.15 x Jupiter,4.3 AU,5.7 years,0.66,HD 120084,Radial Velocity,,,2.39
464,464,HD 121504 b,136.0,1.51 Jupiters,7.517,2003,Gas Giant,1.21 x Jupiter,0.33 AU,63.3 days,0.03,HD 121504,Radial Velocity,,,1.62
465,465,HD 12484 b,167.0,2.98 Jupiters,8.17,2016,Gas Giant,1.17 x Jupiter,0.297 AU,58.8 days,0.07,HD 12484,Radial Velocity,,,1.01
466,466,HD 125390 b,503.0,22.16 Jupiters,8.206,2019,Gas Giant,1.07 x Jupiter,3.16 AU,4.8 years,0.59,HD 125390,Radial Velocity,,,1.36
467,467,HD 125595 b,92.0,6.3566 Earths,9.03,2009,Neptune-like,0.214 x Jupiter,0.08 AU,9.7 days,0.0,HD 125595,Radial Velocity,,,0.29
468,468,HD 125612 b,188.0,3.1 Jupiters,8.31,2007,Gas Giant,1.17 x Jupiter,1.372 AU,1.5 years,0.46,HD 125612,Radial Velocity,,,1.11
469,469,HD 125612 c,188.0,17.48065 Earths,8.31,2009,Neptune-like,0.389 x Jupiter,0.0524 AU,4.2 days,0.05,HD 125612,Radial Velocity,,,1.11
470,470,HD 125612 d,188.0,7.28 Jupiters,8.31,2009,Gas Giant,1.13 x Jupiter,4.06 AU,7.8 years,0.12,HD 125612,Radial Velocity,,,1.11
471,471,HD 12648 b,597.0,1.96 Jupiters,6.98,2015,Gas Giant,1.2 x Jupiter,0.54 AU,133.6 days,0.04,HD 12648,Radial Velocity,,,0.67
472,472,HD 126525 b,123.0,0.237 Jupiters,7.847,2018,Gas Giant,0.919 x Jupiter,1.837 AU,2.6 years,0.04,HD 126525,Radial Velocity,,,0.9
473,473,HD 126614 b,239.0,0.41 Jupiters,8.788,2009,Gas Giant,1.27 x Jupiter,2.37 AU,3.4 years,0.41,HD 12661,Radial Velocity,,,1.2
474,474,HD 12661 b,124.0,2.43 Jupiters,7.425,2000,Gas Giant,1.18 x Jupiter,0.84 AU,262.7 days,0.38,HD 12661,Radial Velocity,,,1.2
475,475,HD 12661 c,124.0,1.812 Jupiters,7.425,2002,Gas Giant,1.2 x Jupiter,2.8145 AU,4.7 years,0.03,HD 126614,Radial Velocity,,,1.26
476,476,HD 128311 b,54.0,1.769 Jupiters,7.51,2002,Gas Giant,1.2 x Jupiter,1.084 AU,453 days,0.3,HD 128311,Radial Velocity,30.0,,0.83
477,477,HD 128311 c,54.0,3.789 Jupiters,7.51,2005,Gas Giant,1.16 x Jupiter,1.74 AU,2.5 years,0.16,HD 128311,Radial Velocity,55.95,,0.83
478,478,HD 128356 b,85.0,0.89 Jupiters,8.29,2016,Gas Giant,1.24 x Jupiter,0.87 AU,298.2 days,0.57,HD 128356,Radial Velocity,,,0.65
479,479,HD 129445 b,220.0,1.6 Jupiters,8.8,2009,Gas Giant,1.21 x Jupiter,2.9 AU,5 years,0.7,HD 129445,Radial Velocity,,,0.99
480,480,HD 130322 b,104.0,1.15 Jupiters,8.031,1999,Gas Giant,1.22 x Jupiter,0.0925 AU,10.7 days,0.03,HD 130322,Radial Velocity,,,0.92
481,481,HD 131496 b,432.0,1.8 Jupiters,7.8,2011,Gas Giant,1.2 x Jupiter,2.01 AU,2.5 years,0.18,HD 131496,Radial Velocity,,,1.34
482,482,HD 131664 b,173.0,19.12 Jupiters,8.128,2008,Gas Giant,1.08 x Jupiter,3.17 AU,5.3 years,0.64,HD 131664,Radial Velocity,,,1.19
483,483,HD 13167 b,488.0,3.31 Jupiters,8.34,2018,Gas Giant,1.17 x Jupiter,4.1 AU,7.2 years,0.56,HD 13167,Radial Velocity,,,1.35
484,484,HD 13189 b,1646.0,10.95 Jupiters,7.556,2005,Gas Giant,1.11 x Jupiter,1.25 AU,471.6 days,0.27,HD 13189,Radial Velocity,,,2.24
485,485,HD 132406 b,231.0,5.38 Jupiters,8.467,2007,Gas Giant,1.14 x Jupiter,1.98 AU,2.7 years,0.34,HD 132406,Radial Velocity,,,1.03
486,486,HD 132563 b,344.0,1.49 Jupiters,8.927999999999999,2011,Gas Giant,1.21 x Jupiter,2.62 AU,4.2 years,0.22,HD 132563,Radial Velocity,,,1.08
487,487,HD 133131 A b,153.0,1.42 Jupiters,8.4,2016,Gas Giant,1.21 x Jupiter,1.44 AU,1.8 years,0.33,HD 133131 A,Radial Velocity,,,0.95
488,488,HD 133131 A c,153.0,0.42 Jupiters,8.4,2016,Gas Giant,1.28 x Jupiter,4.49 AU,9.8 years,0.49,HD 133131 A,Radial Velocity,,,0.95
489,489,HD 133131 B b,153.0,2.5 Jupiters,8.42,2016,Gas Giant,1.18 x Jupiter,6.15 AU,15.8 years,0.61,HD 133131 B,Radial Velocity,,,0.93
490,490,HD 134060 b,79.0,10.1 Earths,6.29,2019,Neptune-like,0.282 x Jupiter,0.0444 AU,3.3 days,0.45,HD 134060,Radial Velocity,,,1.09
491,491,HD 134060 c,79.0,29.29 Earths,6.29,2019,Neptune-like,0.527 x Jupiter,2.3928 AU,3.5 years,0.11,HD 134060,Radial Velocity,,,1.09
492,492,HD 134987 b,85.0,1.61 Jupiters,6.45,1999,Gas Giant,1.21 x Jupiter,0.81 AU,258.2 days,0.23,HD 134987,Radial Velocity,,,1.1
493,493,HD 134987 c,85.0,0.82 Jupiters,6.45,2009,Gas Giant,1.24 x Jupiter,5.8 AU,13.7 years,0.12,HD 134987,Radial Velocity,,,1.1
494,494,HD 136352 b,48.0,4.81 Earths,5.65,2019,Super Earth,2.04 x Earth,0.0934 AU,11.6 days,0.14,HD 136352,Radial Velocity,,,0.81
495,495,HD 136352 c,48.0,10.8 Earths,5.65,2019,Neptune-like,0.293 x Jupiter,0.1666 AU,27.6 days,0.04,HD 136352,Radial Velocity,,,0.81
496,496,HD 136352 d,48.0,8.58 Earths,5.65,2019,Neptune-like,0.256 x Jupiter,0.4128 AU,107.6 days,0.09,HD 136352,Radial Velocity,,,0.81
497,497,HD 136418 b,344.0,2.14 Jupiters,7.879,2009,Gas Giant,1.19 x Jupiter,1.29 AU,464.3 days,0.25,HD 136418,Radial Velocity,,,1.48
498,498,HD 13724 b,142.0,26.77 Jupiters,7.89,2019,Gas Giant,1.07 x Jupiter,12.4 AU,40.4 years,0.34,HD 13724,Radial Velocity,,,1.14
499,499,HD 137388 b,132.0,0.2 Jupiters,8.696,2011,Gas Giant,0.832 x Jupiter,0.89 AU,330 days,0.36,HD 137388,Radial Velocity,,,0.68
500,500,HD 13908 b,260.0,0.865 Jupiters,7.507999999999999,2013,Gas Giant,1.24 x Jupiter,0.154 AU,19.4 days,0.02,HD 13908,Radial Velocity,,,1.29
501,501,HD 13908 c,260.0,5.13 Jupiters,7.507999999999999,2013,Gas Giant,1.15 x Jupiter,2.03 AU,2.6 years,0.12,HD 13908,Radial Velocity,,,1.29
502,502,HD 13931 b,155.0,2.2 Jupiters,7.597,2009,Gas Giant,1.19 x Jupiter,5.15 AU,11.6 years,0.02,HD 13931,Radial Velocity,,,1.3
503,503,HD 139357 b,367.0,9.76 Jupiters,5.964,2008,Gas Giant,1.11 x Jupiter,2.36 AU,3.1 years,0.1,HD 139357,Radial Velocity,,,1.35
504,504,HD 1397 b,260.0,0.415 Jupiters,7.781000000000001,2018,Gas Giant,1.026 x Jupiter,0.1097 AU,11.5 days,0.25,HD 1397,Transit,88.99,0.477,1.32
505,505,HD 14067 b,465.0,7.8 Jupiters,6.53,2014,Gas Giant,1.12 x Jupiter,3.4 AU,4 years,0.53,HD 14067,Radial Velocity,,,2.4
506,506,HD 141399 b,118.0,0.451 Jupiters,7.2,2014,Gas Giant,1.28 x Jupiter,0.415 AU,94.4 days,0.04,HD 141399,Radial Velocity,,,1.07
507,507,HD 141399 c,118.0,1.33 Jupiters,7.2,2014,Gas Giant,1.22 x Jupiter,0.689 AU,202 days,0.05,HD 141399,Radial Velocity,,,1.07
508,508,HD 141399 d,118.0,1.18 Jupiters,7.2,2014,Gas Giant,1.22 x Jupiter,2.09 AU,2.9 years,0.07,HD 141399,Radial Velocity,,,1.07
509,509,HD 141399 e,118.0,0.66 Jupiters,7.2,2014,Gas Giant,1.25 x Jupiter,5.0 AU,13.7 years,0.26,HD 141399,Radial Velocity,,,1.07
510,510,HD 141937 b,109.0,9.69 Jupiters,7.25,2002,Gas Giant,1.11 x Jupiter,1.5 AU,1.8 years,0.41,HD 141937,Radial Velocity,,,1.09
511,511,HD 142022 A b,112.0,4.44 Jupiters,7.7,2005,Gas Giant,1.15 x Jupiter,2.93 AU,5.3 years,0.53,HD 142,Radial Velocity,,,1.23
512,512,HD 142245 b,318.0,3.07 Jupiters,7.63,2011,Gas Giant,1.17 x Jupiter,2.78 AU,3.6 years,0.0,HD 142,Radial Velocity,,,1.23
513,513,HD 142415 b,116.0,1.67 Jupiters,7.327000000000001,2003,Gas Giant,1.2 x Jupiter,1.06 AU,386.3 days,0.5,HD 142022 A,Radial Velocity,,,0.9
514,514,HD 142 b,85.0,1.25 Jupiters,5.7,2001,Gas Giant,1.22 x Jupiter,1.02 AU,349.7 days,0.17,HD 142245,Radial Velocity,,,3.5
515,515,HD 142 c,85.0,5.3 Jupiters,5.7,2012,Gas Giant,1.14 x Jupiter,6.8 AU,16.5 years,0.21,HD 142415,Radial Velocity,,,1.07
516,516,HD 143105 b,159.0,1.21 Jupiters,6.75,2016,Gas Giant,1.22 x Jupiter,0.0379 AU,2.2 days,< 0.07,HD 143105,Radial Velocity,,,1.51
517,517,HD 143361 b,224.0,3.532 Jupiters,9.2,2008,Gas Giant,1.16 x Jupiter,1.988 AU,2.8 years,0.2,HD 143361,Radial Velocity,,,0.97
518,518,HD 145377 b,175.0,6.02 Jupiters,8.095,2008,Gas Giant,1.14 x Jupiter,0.45 AU,104 days,0.31,HD 145377,Radial Velocity,,,1.2
519,519,HD 145457 b,443.0,2.23 Jupiters,6.566,2010,Gas Giant,1.19 x Jupiter,0.76 AU,176.3 days,0.11,HD 145457,Radial Velocity,,,1.23
520,520,HD 145934 b,748.0,2.28 Jupiters,8.5,2015,Gas Giant,1.19 x Jupiter,4.6 AU,7.5 years,0.05,HD 145934,Radial Velocity,,,1.75
521,521,HD 1461 b,77.0,6.44 Earths,6.47,2010,Neptune-like,0.216 x Jupiter,0.0634 AU,5.8 days,< 0.172,HD 1461,Radial Velocity,,,1.02
522,522,HD 1461 c,77.0,5.59 Earths,6.47,2015,Neptune-like,2.23 x Earth,0.1117 AU,13.5 days,< 0.305,HD 1461,Radial Velocity,,,1.02
523,523,HD 147018 b,140.0,2.12 Jupiters,8.3,2009,Gas Giant,1.19 x Jupiter,0.2388 AU,44.2 days,0.47,HD 147018,Radial Velocity,,,0.93
524,524,HD 147018 c,140.0,6.56 Jupiters,8.3,2009,Gas Giant,1.13 x Jupiter,1.922 AU,2.8 years,0.13,HD 147018,Radial Velocity,,,0.93
525,525,HD 147379 b,35.0,28.55 Earths,8.896,2017,Neptune-like,0.519 x Jupiter,0.323 AU,86.8 days,0.07,HD 147379,Radial Velocity,,,0.6
526,526,HD 147513 b,42.0,1.21 Jupiters,5.39,2003,Gas Giant,1.22 x Jupiter,1.32 AU,1.4 years,0.26,HD 147513,Radial Velocity,,,1.11
527,527,HD 147873 b,357.0,5.14 Jupiters,7.96,2016,Gas Giant,1.15 x Jupiter,0.522 AU,116.6 days,0.21,HD 14787,Radial Velocity,,,1.43
528,528,HD 147873 c,357.0,2.3 Jupiters,7.96,2016,Gas Giant,1.19 x Jupiter,1.36 AU,491.5 days,0.23,HD 147873,Radial Velocity,,,1.38
529,529,HD 14787 b,390.0,1.121 Jupiters,7.63,2018,Gas Giant,1.23 x Jupiter,1.7 AU,1.9 years,0.16,HD 147873,Radial Velocity,,,1.38
530,530,HD 148156 b,187.0,0.85 Jupiters,7.689,2009,Gas Giant,1.24 x Jupiter,2.45 AU,2.8 years,0.52,HD 148156,Radial Velocity,,,1.22
531,531,HD 148164 b,252.0,1.23 Jupiters,8.23,2018,Gas Giant,1.22 x Jupiter,0.993 AU,328.6 days,0.59,HD 148164,Radial Velocity,,,1.21
532,532,HD 148164 c,252.0,5.16 Jupiters,8.23,2018,Gas Giant,1.15 x Jupiter,6.15 AU,13.9 years,0.13,HD 148164,Radial Velocity,,,1.21
533,533,HD 148284 b,397.0,33.7 Jupiters,9.01,2018,Gas Giant,1.05 x Jupiter,0.974 AU,339.3 days,0.39,HD 148284,Radial Velocity,,,1.07
534,534,HD 148427 b,233.0,1.3 Jupiters,6.895,2009,Gas Giant,1.22 x Jupiter,1.04 AU,331.5 days,0.16,HD 148427,Radial Velocity,,,1.64
535,535,HD 149026 b,248.0,0.38 Jupiters,8.15,2005,Gas Giant,0.74 x Jupiter,0.04364 AU,2.9 days,0.0,HD 149026,Radial Velocity,84.55,,1.42
536,536,HD 149143 b,240.0,1.33 Jupiters,7.89,2005,Gas Giant,1.22 x Jupiter,0.053 AU,4.1 days,0.02,HD 149143,Radial Velocity,,,1.2
537,537,HD 1502 b,626.0,2.75 Jupiters,8.36,2011,Gas Giant,1.18 x Jupiter,1.262 AU,428.5 days,0.03,HD 1502,Radial Velocity,,,1.46
538,538,HD 150706 b,92.0,2.71 Jupiters,7.02,2012,Gas Giant,1.18 x Jupiter,6.7 AU,16.1 years,0.38,HD 150706,Radial Velocity,,,1.17
539,539,HD 152079 b,287.0,2.661 Jupiters,9.182,2009,Gas Giant,1.18 x Jupiter,4.187 AU,8 years,0.53,HD 152079,Radial Velocity,,,1.15
540,540,HD 152581 b,543.0,1.869 Jupiters,8.38,2011,Gas Giant,1.2 x Jupiter,1.66 AU,1.9 years,0.04,HD 152581,Radial Velocity,,,1.3
541,541,HD 15337 b,146.0,7.51 Earths,9.088,2019,Super Earth,1.64 x Earth,0.0522 AU,4.8 days,0.09,HD 15337,Transit,88.5,9.3,0.9
542,542,HD 15337 c,146.0,8.11 Earths,9.088,2019,Super Earth,0.213 x Jupiter,0.1268 AU,17.2 days,0.05,HD 15337,Transit,88.5,3.23,0.9
543,543,HD 153950 b,158.0,2.95 Jupiters,7.39,2008,Gas Giant,1.17 x Jupiter,1.28 AU,499.4 days,0.34,HD 153950,Radial Velocity,,,1.25
544,544,HD 154345 b,60.0,0.82 Jupiters,6.76,2006,Gas Giant,1.24 x Jupiter,4.21 AU,9.2 years,0.04,HD 154345,Radial Velocity,,,0.71
545,545,HD 154672 b,206.0,5.37 Jupiters,8.21,2008,Gas Giant,1.14 x Jupiter,0.6 AU,163.9 days,0.61,HD 154672,Radial Velocity,,,1.18
546,546,HD 154857 b,207.0,2.45 Jupiters,7.237999999999999,2004,Gas Giant,1.18 x Jupiter,1.29 AU,408.6 days,0.46,HD 154857,Radial Velocity,,,1.96
547,547,HD 154857 c,207.0,2.58 Jupiters,7.237999999999999,2014,Gas Giant,1.18 x Jupiter,5.36 AU,9.5 years,0.06,HD 154857,Radial Velocity,,,1.96
548,548,HD 155233 b,245.0,2.6 Jupiters,6.818,2015,Gas Giant,1.18 x Jupiter,2.0 AU,2.2 years,0.04,HD 155233,Radial Velocity,,,1.69
549,549,HD 155358 b,142.0,0.99 Jupiters,7.27,2007,Gas Giant,1.23 x Jupiter,0.63 AU,194.3 days,0.17,HD 155358,Radial Velocity,,,1.15
550,550,HD 155358 c,142.0,0.82 Jupiters,7.27,2007,Gas Giant,1.24 x Jupiter,1.02 AU,391.9 days,0.16,HD 155358,Radial Velocity,,,1.15
551,551,HD 156279 b,118.0,9.88 Jupiters,8.1,2011,Gas Giant,1.11 x Jupiter,0.49 AU,131.1 days,0.71,HD 156279,Radial Velocity,,,0.95
552,552,HD 156279 c,118.0,8.6 Jupiters,8.1,2018,Gas Giant,1.12 x Jupiter,Unknown,11.5 years,0.23,HD 156279,Radial Velocity,,,0.95
553,553,HD 156411 b,186.0,0.74 Jupiters,6.672999999999999,2009,Gas Giant,1.25 x Jupiter,1.88 AU,2.3 years,0.22,HD 156411,Radial Velocity,,,1.25
554,554,HD 156668 b,79.0,4.15 Earths,8.42,2010,Super Earth,1.87 x Earth,0.05 AU,4.6 days,0.0,HD 156668,Radial Velocity,,,0.77
555,555,HD 156846 b,156.0,10.67 Jupiters,6.506,2007,Gas Giant,1.11 x Jupiter,1.12 AU,359.5 days,0.85,HD 156846,Radial Velocity,,,1.38
556,556,HD 158038 b,310.0,1.53 Jupiters,7.64,2011,Gas Giant,1.21 x Jupiter,1.5 AU,1.4 years,0.29,HD 158038,Radial Velocity,,,1.3
557,557,HD 158259 b,88.0,2.22 Earths,6.46,2020,Super Earth,1.29 x Earth,Unknown,2.2 days,0.0,HD 158259,Radial Velocity,,6.12,1.08
558,558,HD 158259 c,88.0,5.6 Earths,6.46,2020,Neptune-like,2.23 x Earth,Unknown,3.4 days,0.0,HD 158259,Radial Velocity,,,1.08
559,559,HD 158259 d,88.0,5.41 Earths,6.46,2020,Neptune-like,2.18 x Earth,Unknown,5.2 days,0.0,HD 158259,Radial Velocity,,,1.08
560,560,HD 158259 e,88.0,6.08 Earths,6.46,2020,Neptune-like,0.209 x Jupiter,Unknown,8 days,0.0,HD 158259,Radial Velocity,,,1.08
561,561,HD 158259 f,88.0,6.14 Earths,6.46,2020,Neptune-like,0.21 x Jupiter,Unknown,12 days,0.0,HD 158259,Radial Velocity,,,1.08
562,562,HD 158996 b,933.0,14 Jupiters,5.706,2018,Gas Giant,1.1 x Jupiter,2.1 AU,2.2 years,0.13,HD 158996,Radial Velocity,,,1.8
563,563,HD 159243 b,240.0,1.13 Jupiters,8.646,2013,Gas Giant,1.22 x Jupiter,0.11 AU,12.6 days,0.02,HD 159243,Radial Velocity,,,1.12
564,564,HD 159243 c,240.0,1.9 Jupiters,8.646,2013,Gas Giant,1.2 x Jupiter,0.8 AU,248.4 days,0.08,HD 159243,Radial Velocity,,,1.12
565,565,HD 159868 b,182.0,2.218 Jupiters,7.24,2006,Gas Giant,1.19 x Jupiter,2.32 AU,3.2 years,0.02,HD 159868,Radial Velocity,,,1.19
566,566,HD 159868 c,182.0,0.768 Jupiters,7.24,2012,Gas Giant,1.25 x Jupiter,1.032 AU,351 days,0.18,HD 159868,Radial Velocity,,,1.19
567,567,HD 1605 b,290.0,0.934 Jupiters,7.52,2015,Gas Giant,1.23 x Jupiter,1.492 AU,1.6 years,0.1,HD 1605,Radial Velocity,,,1.33
568,568,HD 1605 c,290.0,3.62 Jupiters,7.52,2015,Gas Giant,1.16 x Jupiter,3.584 AU,5.9 years,0.1,HD 1605,Radial Velocity,,,1.33
569,569,HD 160691 b,51.0,1.676 Jupiters,5.15,2000,Gas Giant,1.2 x Jupiter,1.497 AU,1.8 years,0.13,HD 160691,Radial Velocity,,,1.08
570,570,HD 160691 c,51.0,1.814 Jupiters,5.15,2004,Gas Giant,1.2 x Jupiter,5.235 AU,11.5 years,0.1,HD 160691,Radial Velocity,,,1.08
571,571,HD 160691 d,51.0,10.5547 Earths,5.15,2004,Neptune-like,0.289 x Jupiter,0.09094 AU,9.6 days,0.17,HD 160691,Radial Velocity,,,1.08
572,572,HD 160691 e,51.0,0.5219 Jupiters,5.15,2006,Gas Giant,1.27 x Jupiter,0.921 AU,310.6 days,0.07,HD 160691,Radial Velocity,,,1.08
573,573,HD 16141 b,123.0,0.26 Jupiters,6.83,2000,Gas Giant,0.971 x Jupiter,0.36 AU,75.5 days,0.25,HD 16141,Radial Velocity,,,1.11
574,574,HD 16175 b,196.0,5.1 Jupiters,7.282,2009,Gas Giant,1.15 x Jupiter,2.12 AU,2.7 years,0.6,HD 16175,Radial Velocity,,,1.63
575,575,HD 162020 b,101.0,9.84 Jupiters,9.1,2002,Gas Giant,1.11 x Jupiter,0.08 AU,8.4 days,0.28,HD 162020,Radial Velocity,,,0.42
576,576,HD 163607 b,222.0,0.7836 Jupiters,8.0,2010,Gas Giant,1.24 x Jupiter,0.362 AU,75.2 days,0.74,HD 163607,Radial Velocity,,,1.12
